	bin	L_score	pvals	qvals	norm_pvals	norm_qvals
Mpv17_4	mean_2_var_2	0.24282425491431725	0.000999000999000999	0.0011364297078582792	1.8307618175119313e-42	
Mrpl27_3	mean_2_var_2	0.01230372402549509	0.09290709290709291	0.09673135581125897	0.1212929474264186	
Mrps18c_1	mean_2_var_2	0.19792332532794102	0.000999000999000999	0.0011364297078582792	2.4456554207361245e-29	
Mtdh_2	mean_2_var_2	0.12777945892715298	0.000999000999000999	0.0011364297078582792	6.851820809236406e-14	
Mtdh_4	mean_2_var_2	0.02953943874173102	0.01998001998001998	0.021586453747257768	0.017929606319847302	
Nfix_2	mean_2_var_2	0.06715141034863716	0.000999000999000999	0.0011364297078582792	1.8303225687131277e-05	
Ntan1_3	mean_2_var_2	0.01556951766879246	0.06793206793206794	0.07248334791759109	0.08935180627971995	
Pcbp2_5	mean_2_var_2	0.02963118941142638	0.01998001998001998	0.021586453747257768	0.01771231910739952	
Ppil2_10	mean_2_var_2	0.012434059061736866	0.08191808191808192	0.08612414480385142	0.11988135318030974	
Prpf40a_nmdSE_2	mean_2_var_2	0.015555152363007587	0.06793206793206794	0.07248334791759109	0.08947706530172844	
Prpf40a_nmdSE_3	mean_2_var_2	0.035196332380154405	0.01998001998001998	0.021586453747257768	0.00811405859282862	
Psma4_3	mean_2_var_2	0.1763061762660545	0.000999000999000999	0.0011364297078582792	6.3855125554795664e-24	
Ptp4a2_2	mean_2_var_2	0.06324736692700739	0.011988011988011988	0.013217551679090141	4.4778765806122425e-05	
Rbck1_3	mean_2_var_2	0.0708677552850291	0.000999000999000999	0.0011364297078582792	7.50858429180416e-06	
Rbm39_nmdSE_8	mean_2_var_2	0.08931814763916597	0.000999000999000999	0.0011364297078582792	5.076941018126786e-08	
Rnf130_2	mean_2_var_2	0.07538659162983835	0.000999000999000999	0.0011364297078582792	2.412512343059868e-06	
Sez6l2_3	mean_2_var_2	0.08760924883479992	0.000999000999000999	0.0011364297078582792	8.39597109718086e-08	
Sft2d1_6	mean_2_var_2	0.40820877801922695	0.000999000999000999	0.0011364297078582792	1.0535087349530451e-112	
Sgce_6	mean_2_var_2	0.02397027543512062	0.01998001998001998	0.021586453747257768	0.03608614767572165	
Siva1_1	mean_2_var_2	0.0379717391345002	0.011988011988011988	0.013217551679090141	0.005332396993025196	
Smox_13	mean_2_var_2	0.10716213856546028	0.000999000999000999	0.0011364297078582792	1.6209981817968764e-10	
